ue,bs,op,sinr_true_db,sinr_est_db,err_db,abs_err_db,sq_err_db2
0,0,0,31.85903029166639,28.196803551441306,-3.6622267402250834,3.6622267402250834,13.41190469681964
1,0,0,25.893629318573023,24.06998883413611,-1.8236404844369112,1.8236404844369112,3.325664616477292
2,1,0,9.859373860176671,7.473637548082282,-2.385736312094389,2.385736312094389,5.6917377508457365
3,1,0,34.955194493074956,31.58806512421963,-3.367129368855327,3.367129368855327,11.337560186608073
4,0,0,27.84537126880444,25.19013164783245,-2.6552396209719866,2.6552396209719866,7.050297444779459
5,0,0,24.95311533110369,17.715652725058835,-7.237462606044854,7.237462606044854,52.38086497389757
6,0,0,19.225953246474926,18.198659494351553,-1.0272937521233736,1.0272937521233736,1.0553324531517194
7,0,0,30.06150807519885,28.274539097208034,-1.786968977990817,1.786968977990817,3.1932581283015455
8,1,0,12.71901899371121,13.18618359552956,0.4671646018183502,0.4671646018183502,0.21824276519209768
9,1,0,30.044316532408537,27.602641250166215,-2.441675282242322,2.441675282242322,5.961778183913123
10,1,0,22.814475916197207,20.435253550921594,-2.379222365275613,2.379222365275613,5.660699063427682
11,1,0,25.850051144167733,21.27654219833037,-4.573508945837361,4.573508945837361,20.916984077654366
12,1,0,17.458855401100692,12.673865905239703,-4.784989495860989,4.784989495860989,22.896124475500002
13,0,0,21.45212890914634,17.75018954784537,-3.701939361300969,3.701939361300969,13.704355034749426
14,0,0,16.21956472270365,13.474231008872366,-2.745333713831286,2.745333713831286,7.536857200298682
15,1,0,21.006049469507033,17.448170029212967,-3.557879440294066,3.557879440294066,12.658506111667215
16,0,0,14.433454388010043,9.967100391538533,-4.4663539964715095,4.4663539964715095,19.948318021797025
17,0,0,24.24688912152866,21.245295617051106,-3.0015935044775546,3.0015935044775546,9.009563566121848
18,0,0,21.03620291331652,19.56946704891856,-1.4667358643979576,1.4667358643979576,2.1513140959112236
19,1,0,11.774078821376968,9.247212573547031,-2.526866247829936,2.526866247829936,6.385053034422141
