ue,bs,op,sinr_true_db,sinr_est_db,err_db,abs_err_db,sq_err_db2
0,0,0,33.34775165660886,23.440680786738405,-9.907070869870452,9.907070869870452,98.15005322063568
1,0,0,25.89664460141823,19.338081713644357,-6.558562887773874,6.558562887773874,43.01474715288478
2,1,0,9.753625581644252,5.959263614128416,-3.7943619675158367,3.7943619675158367,14.397182740530651
3,1,0,33.89928856704327,26.886585213434415,-7.012703353608856,7.012703353608856,49.178008325716895
4,0,0,19.31504997875254,20.756692577797278,1.4416425990447372,1.4416425990447372,2.078333383380465
5,0,0,18.488715750880026,13.761082698606364,-4.727633052273662,4.727633052273662,22.35051427695038
6,0,0,16.48707311624784,13.640182841573843,-2.8468902746739957,2.8468902746739957,8.104784236033378
7,0,0,20.69378942519043,23.535323839462304,2.841534414271873,2.841534414271873,8.074317827491397
8,1,0,14.598447821843196,9.094915981701654,-5.503531840141543,5.503531840141543,30.288862715451756
9,1,0,23.893747918699823,22.928710524555846,-0.9650373941439767,0.9650373941439767,0.9312971720961971
10,1,0,14.31380546975573,16.085864500308098,1.7720590305523682,1.7720590305523682,3.140193207762199
11,1,0,20.865717563603845,16.597585249260604,-4.268132314343241,4.268132314343241,18.216953452740988
12,1,0,13.775847674444496,9.198693776623731,-4.577153897820764,4.577153897820764,20.950337804335817
13,0,0,18.340346912873414,13.275820589141103,-5.064526323732311,5.064526323732311,25.64942688377752
14,0,0,16.200349825723656,9.552525449025357,-6.647824376698299,6.647824376698299,44.19356894342413
15,1,0,16.764396784940423,12.838190716770397,-3.9262060681700266,3.9262060681700266,15.41509408973514
16,0,0,12.03573457940466,6.0719111245381505,-5.96382345486651,5.96382345486651,35.56719020081592
17,0,0,23.61173400884997,16.54548140528488,-7.06625260356509,7.06625260356509,49.93192585739041
18,0,0,13.92488850605874,15.019936742872241,1.0950482368135006,1.0950482368135006,1.1991306409483564
19,1,0,9.515926563012282,8.798623226967328,-0.7173033360449548,0.7173033360449548,0.5145240759012213
