ue,bs,op,sinr_true_db,sinr_est_db,err_db,abs_err_db,sq_err_db2
0,0,0,27.289965376563824,18.714425533244015,-8.57553984331981,8.57553984331981,73.53988360436554
1,0,0,21.53402607460995,14.68269510104993,-6.851330973560021,6.851330973560021,46.94073610926291
2,1,0,9.831350822904101,6.0971162105904515,-3.7342346123136494,3.7342346123136494,13.944508139801272
3,1,0,30.380310044769722,22.30090235307193,-8.079407691697792,8.079407691697792,65.27682864866544
4,0,0,15.902201072261352,16.865007284385,0.9628062121236489,0.9628062121236489,0.9269958021038889
5,0,0,14.551141896885234,10.791853286995238,-3.759288609889996,3.759288609889996,14.132250852448658
6,0,0,7.480618077315965,9.450996307999851,1.9703782306838864,1.9703782306838864,3.8823903719529627
7,0,0,12.137207021758051,18.85871255066351,6.721505528905457,6.721505528905457,45.17863657510662
8,1,0,14.055188585914138,5.458269345747363,-8.596919240166775,8.596919240166775,73.90702042194968
9,1,0,20.205300698568287,13.537400195047816,-6.667900503520471,6.667900503520471,44.46089712484855
10,1,0,11.978126056786493,8.02991112663858,-3.9482149301479126,3.9482149301479126,15.588401134642886
11,1,0,21.69634928091178,13.113631210215807,-8.582718070695972,8.582718070695972,73.66304948105117
12,1,0,14.559503373265951,6.205844654284135,-8.353658718981816,8.353658718981816,69.78361399322091
13,0,0,12.880568101199795,9.28990669146885,-3.590661409730945,3.590661409730945,12.892849359331018
14,0,0,14.086848530445247,6.636711816075431,-7.450136714369815,7.450136714369815,55.50453706280107
15,1,0,15.954885242792383,8.826114161349023,-7.128771081443359,7.128771081443359,50.81937713162312
16,0,0,7.400487793094214,3.1984325204584803,-4.202055272635734,4.202055272635734,17.657268514285775
17,0,0,20.37662389428174,11.981680188166097,-8.394943706115642,8.394943706115642,70.47507982885062
18,0,0,8.407028287533215,10.853020687864294,2.445992400331079,2.445992400331079,5.982878822477393
19,1,0,9.47163561302069,8.865787511919974,-0.6058481011007153,0.6058481011007153,0.36705192160734257
