ue,bs,op,sinr_true_db,sinr_est_db,err_db,abs_err_db,sq_err_db2
0,0,0,34.438109731269094,25.65012070648626,-8.787989024782835,8.787989024782835,77.22875109970356
1,0,0,27.096432648086342,21.533028667034948,-5.563403981051394,5.563403981051394,30.9514638563785
2,1,0,10.98593148176936,6.524780963192183,-4.461150518577177,4.461150518577177,19.901863949401413
3,1,0,33.800786966471456,29.06336763002554,-4.737419336445917,4.737419336445917,22.443141969331677
4,0,0,24.67806350126859,22.775684073565788,-1.902379427702801,1.902379427702801,3.6190474869468368
5,0,0,20.829591237160955,15.508218341062381,-5.321372896098573,5.321372896098573,28.317009499332517
6,0,0,18.36245483937808,15.732283258752675,-2.6301715806254062,2.6301715806254062,6.917802543529548
7,0,0,27.30494189096046,25.73464126516656,-1.5703006257939016,1.5703006257939016,2.465844055368719
8,1,0,14.091208969123258,10.918332594546108,-3.17287637457715,3.17287637457715,10.067144488349841
9,1,0,26.33491961111964,25.0890908065881,-1.2458288045315413,1.2458288045315413,1.5520894102004894
10,1,0,21.499163198706693,18.056204533607936,-3.4429586650987574,3.4429586650987574,11.853964369578618
11,1,0,19.340592516208876,18.76095488594168,-0.5796376302671966,0.5796376302671966,0.33597978242177134
12,1,0,12.913342765201683,10.68673429608232,-2.2266084691193626,2.2266084691193626,4.957785274754071
13,0,0,20.3317836138166,15.318647343049934,-5.013136270766667,5.013136270766667,25.131535269276327
14,0,0,18.68264301683089,11.281480194233692,-7.401162822597199,7.401162822597199,54.777211126594935
15,1,0,18.602097257826372,14.960658313696902,-3.6414389441294706,3.6414389441294706,13.260077583822753
16,0,0,12.913334094101405,7.786241656915629,-5.127092437185776,5.127092437185776,26.287076859447577
17,0,0,25.04571291220504,18.721270908441063,-6.324442003763977,6.324442003763977,39.998566658974106
18,0,0,19.333404900218667,17.106777255988504,-2.226627644230163,2.226627644230163,4.957870666049966
19,1,0,8.209983179074808,8.95335890434123,0.7433757252664215,0.7433757252664215,0.5526074689153782
